id,carat,cut,color,clarity,depth,table,x,y,z,price
46158,1.51,Ideal,J,VS2,61.9,57,7.35,7.39,4.56,7153
46159,1.5,Very Good,H,SI1,62.8,59,7.24,7.3,4.56,9296
46160,1.11,Very Good,H,SI2,62.4,58,6.63,6.57,4.12,4693
46161,0.5,Ideal,F,VS2,62.5,56,5.02,5.05,3.15,1437
46162,1.01,Very Good,F,VS2,59,57,6.6,6.56,3.88,5988
46163,0.7,Very Good,E,SI1,63.2,59,5.7,5.67,3.6,3082
46164,0.47,Ideal,G,SI2,61.5,54,5.04,5.07,3.09,957
46165,0.91,Ideal,H,SI2,62.6,56,6.23,6.16,3.87,2897
46166,0.71,Good,F,SI1,63.4,59,5.64,5.67,3.58,2013
46167,0.7,Premium,G,VS1,60.6,60,5.75,5.71,3.47,2535
46168,0.31,Ideal,E,SI2,60.1,57,4.42,4.45,2.66,454
46169,0.35,Ideal,I,VS1,62.3,57,4.55,4.52,2.82,669
46170,0.8,Ideal,H,SI2,61.7,54,5.94,5.98,3.67,2456
46171,0.33,Ideal,H,VS2,62.5,54.4,4.43,4.46,2.78,531
46172,1.55,Premium,G,VS1,61.2,59,7.44,7.35,4.53,13873
46173,1.01,Ideal,E,SI1,62.6,57,6.39,6.42,4.01,4563
46174,0.9,Premium,G,SI2,60.6,60,6.23,6.28,3.79,3326
46175,0.31,Premium,G,VS1,62.1,59,4.35,4.32,2.69,802
46176,0.46,Very Good,E,VS2,61,57,4.96,5.01,3.06,1448
46177,0.38,Ideal,G,VVS1,61.4,55,4.69,4.7,2.88,1000
46178,1.04,Premium,E,VVS2,62.5,60,6.47,6.42,4.03,8564
46179,0.41,Very Good,D,SI1,63.1,57,4.73,4.68,2.97,920
46180,0.31,Premium,E,VS2,61.7,60,4.33,4.31,2.66,680
46181,1,Premium,E,VVS2,59.9,61,6.46,6.42,3.86,10388
46182,0.91,Very Good,E,SI2,62.2,57,6.14,6.2,3.84,3791
46183,1.11,Ideal,H,SI1,61.1,59,6.62,6.66,4.05,5259
46184,0.73,Ideal,G,SI2,61.5,55,5.8,5.76,3.56,2289
46185,1.01,Premium,F,SI2,60.6,57,6.45,6.49,3.92,3831
46186,0.43,Ideal,E,VS2,61,56,4.88,4.84,2.98,943
46187,0.52,Very Good,E,SI2,59.9,57,5.23,5.27,3.14,1138
46188,0.5,Very Good,F,SI1,62.5,61,5.08,5.06,3.17,1172
46189,0.9,Very Good,F,SI1,60.8,60,6.26,6.24,3.8,3950
46190,0.31,Ideal,D,VS2,60.8,57,4.34,4.36,2.65,734
46191,0.41,Very Good,E,SI1,63.5,56,4.71,4.74,3.01,949
46192,1.01,Ideal,G,VVS1,61.8,56,6.51,6.47,4.01,9177
46193,0.52,Premium,G,VS1,61.6,58,5.17,5.19,3.19,1813
46194,0.81,Very Good,D,SI2,62.8,57,5.9,5.95,3.72,2939
46195,0.61,Ideal,G,VS1,61.4,56,5.48,5.52,3.38,2222
46196,0.34,Ideal,E,VVS2,62.3,56,4.46,4.43,2.77,984
46197,1.01,Ideal,E,SI1,61.9,56,6.41,6.44,3.98,4864
46198,0.91,Ideal,I,SI1,62.8,56,6.18,6.22,3.9,3399
46199,2.18,Ideal,H,SI2,61.9,55,8.41,8.36,5.19,17108
46200,0.55,Premium,E,VS2,61.3,62,5.27,5.24,3.22,1708
46201,2.03,Ideal,I,SI1,61.5,57,8.09,8.19,5.01,13068
46202,1.5,Very Good,G,VS2,62.4,58,7.28,7.31,4.55,12061
46203,0.36,Very Good,E,SI1,59.5,56,4.73,4.75,2.81,639
46204,1.13,Ideal,F,VVS1,61.9,55,6.68,6.7,4.14,10602
46205,0.31,Ideal,F,VVS1,61.7,56,4.36,4.38,2.7,846
46206,0.71,Very Good,E,VS1,62.5,58,5.65,5.68,3.54,2802
46207,1.01,Premium,F,VS1,62.4,58,6.38,6.33,3.96,7086
46208,0.47,Premium,E,VS2,60.1,58,5.07,5.05,3.04,1291
46209,0.56,Very Good,G,VS2,63.1,56,5.21,5.23,3.29,1698
46210,0.93,Ideal,G,SI1,62.8,56,6.23,6.25,3.9,4443
46211,0.34,Ideal,D,VS2,62.2,55,4.53,4.49,2.81,1033
46212,1.17,Fair,D,SI1,64.5,58,6.68,6.61,4.28,5799
46213,0.71,Very Good,I,VS2,60.1,59,5.76,5.79,3.47,2616
46214,1,Very Good,H,SI1,60.7,59,6.4,6.44,3.9,4702
46215,0.7,Ideal,D,SI2,62.1,56,5.66,5.69,3.52,2567
46216,0.9,Very Good,I,VS2,63.8,60,6.07,6.1,3.88,3299
46217,0.72,Ideal,I,VS2,62.1,56,5.72,5.75,3.56,1922
46218,0.3,Ideal,E,VVS1,61.5,56,4.33,4.35,2.67,895
46219,0.74,Very Good,H,VS2,61,56,5.84,5.87,3.57,2843
46220,1.25,Ideal,G,SI2,62,56,6.88,6.95,4.28,5694
46221,0.4,Ideal,E,VS1,61.5,55,4.79,4.77,2.94,1125
46222,0.3,Ideal,F,SI1,61.8,57,4.28,4.3,2.65,609
46223,0.9,Good,I,SI1,63.9,59,6.04,6.09,3.87,3162
46224,0.34,Ideal,I,VVS2,62.4,55,4.48,4.49,2.8,743
46225,1.05,Good,F,SI1,62.3,59,6.49,6.45,4.04,3158
46226,0.52,Ideal,E,VS2,61.6,56,5.22,5.18,3.19,1257
46227,0.29,Good,E,VVS1,60.2,61,4.24,4.28,2.56,431
46228,0.34,Ideal,D,VS2,60.3,57,4.55,4.51,2.73,1033
46229,0.42,Ideal,I,VVS1,61.3,56,4.86,4.84,2.98,1035
46230,0.33,Ideal,F,VS2,61.9,56,4.48,4.45,2.76,854
46231,0.52,Ideal,D,VS2,61.1,57,5.17,5.2,3.16,1822
46232,2.14,Ideal,H,SI2,61.7,55,8.39,8.27,5.1,17149
46233,0.27,Premium,I,SI1,60.8,58,4.17,4.21,2.55,430
46234,0.4,Ideal,D,VS2,62.1,57,4.72,4.76,2.94,1031
46235,0.71,Very Good,G,SI1,63.1,57,5.68,5.57,3.55,2386
46236,0.54,Very Good,F,VS1,59.1,59,5.26,5.34,3.13,1642
46237,0.32,Ideal,G,SI1,62.2,54,4.38,4.39,2.73,477
46238,0.3,Ideal,H,VS2,62.1,54,4.32,4.38,2.7,491
46239,0.32,Ideal,G,SI1,61.9,55,4.42,4.48,2.75,449
46240,0.33,Ideal,H,VVS2,61.9,56,4.42,4.45,2.75,666
46241,1.09,Premium,F,VS1,61.2,57,6.63,6.68,4.06,7983
46242,0.78,Premium,F,SI1,59.3,57,5.98,5.94,3.55,2797
46243,1.5,Premium,J,VS2,59.9,58,7.45,7.43,4.48,8014
46244,0.55,Ideal,E,VS2,61.6,57,5.28,5.31,3.26,1815
46245,0.34,Premium,E,VS1,62.1,59,4.51,4.48,2.79,879
46246,0.51,Ideal,D,SI1,61.7,55,5.13,5.18,3.18,1610
46247,2.02,Ideal,H,SI2,62,57,8.1,8.13,5.04,12182
46248,1,Fair,F,SI1,64.7,57,6.15,6.12,3.98,4432
46249,0.4,Good,E,SI1,63.4,55,4.65,4.67,2.95,682
46250,0.7,Ideal,G,SI1,61.4,56,5.68,5.73,3.5,2376
46251,1.09,Ideal,H,VS2,61.4,55,6.63,6.67,4.08,6955
46252,0.41,Ideal,G,IF,62.2,55,4.76,4.72,2.95,1243
46253,0.33,Very Good,E,SI1,59.6,61,4.43,4.46,2.65,579
46254,1.01,Premium,F,VS1,62,58,6.48,6.43,4.01,7448
46255,1.51,Good,I,SI2,64.2,55,7.24,7.29,4.66,8576
46256,1.03,Ideal,H,SI1,59.6,57,6.62,6.56,3.93,5464
46257,0.32,Ideal,G,VS1,62.6,55,4.38,4.42,2.75,936
46258,0.3,Very Good,E,VS2,62.9,56,4.28,4.31,2.7,789
46259,0.55,Premium,D,VS2,61.9,58,5.3,5.26,3.27,1857
46260,1.51,Good,E,SI1,64.2,59,7.16,7.3,4.64,10769
46261,0.4,Premium,D,SI2,61.1,60,4.77,4.75,2.91,855
46262,0.7,Good,G,VS2,58.8,60,5.79,5.83,3.41,2487
46263,1.12,Ideal,G,SI1,62.6,55,6.61,6.67,4.16,4714
46264,0.92,Very Good,J,SI2,62.6,63,6.2,6.17,3.87,3149
46265,0.54,Ideal,D,SI1,61.5,57,5.24,5.26,3.23,1816
46266,0.44,Premium,G,SI1,61.5,61,4.87,4.88,3,990
46267,0.38,Very Good,G,SI1,60.6,57,4.7,4.73,2.86,701
46268,0.36,Ideal,G,IF,61.3,56,4.58,4.61,2.82,998
46269,2.01,Ideal,I,SI1,62.2,56,8.13,8.09,5.05,18198
46270,0.35,Ideal,F,VS2,61,55,4.56,4.59,2.79,706
46271,0.4,Ideal,D,SI1,60.5,55,4.76,4.8,2.89,651
46272,0.53,Ideal,G,VVS1,62,56,5.19,5.23,3.23,1966
46273,1.01,Ideal,G,VS1,62.2,56,6.41,6.45,4,7592
46274,1,Premium,H,VS2,62.7,58,6.31,6.28,3.95,4239
46275,0.4,Ideal,F,IF,62.2,55,4.73,4.74,2.94,1243
46276,1.05,Ideal,G,VS1,62.4,56,6.54,6.49,4.06,7276
46277,1.04,Premium,G,VS1,61.6,58,6.49,6.54,4.01,7257
46278,0.71,Fair,G,SI1,57.9,63,5.83,5.79,3.35,1781
46279,1.56,Ideal,F,VS2,61.7,55,7.48,7.46,4.61,14593
46280,1.61,Ideal,G,VS2,62.4,56,7.45,7.5,4.66,13367
46281,2.04,Ideal,E,SI2,62.1,57,8.11,8.07,5.03,16041
46282,1.52,Very Good,G,SI1,62.6,59,7.37,7.33,4.59,10164
46283,0.32,Ideal,E,VS2,61.5,55,4.4,4.43,2.72,702
46284,2.01,Premium,I,SI2,60.6,62,8.17,8.12,4.94,14503
46285,1.01,Very Good,G,VS2,60.1,63,6.58,6.52,3.94,6618
46286,0.53,Premium,F,SI1,59.9,59,5.28,5.24,3.14,1246
46287,0.32,Ideal,E,VVS2,61.1,55,4.42,4.46,2.71,956
46288,0.4,Ideal,E,SI1,62,56,4.7,4.7,2.91,900
46289,1.08,Ideal,G,VVS2,61.2,57,6.65,6.61,4.05,9009
46290,1.01,Ideal,H,VS2,61.1,57,6.49,6.44,3.95,6419
46291,1.4,Ideal,G,SI1,62,56,7.23,7.16,4.46,11655
46292,1.09,Ideal,F,VS1,61,57,6.62,6.66,4.06,9017
46293,0.9,Very Good,I,VS1,61.8,63,6.1,6.12,3.77,3422
46294,0.62,Ideal,I,SI2,62.7,54,5.46,5.43,3.42,1362
46295,0.9,Good,D,SI1,64.3,58,6.04,6.01,3.9,3567
46296,0.55,Ideal,G,VVS2,60.6,56,5.32,5.3,3.22,2112
46297,0.7,Fair,I,VVS2,64.6,58,5.57,5.54,3.6,2383
46298,0.34,Ideal,D,SI1,61.5,55,4.51,4.54,2.78,626
46299,0.34,Premium,E,SI2,60.2,60,4.56,4.54,2.74,477
46300,0.4,Ideal,D,VS1,62.9,57,4.68,4.7,2.95,1125
46301,0.32,Premium,H,VS1,60.7,59,4.4,4.44,2.69,561
46302,0.71,Ideal,E,VS2,61.8,56,5.73,5.72,3.54,3171
46303,1.01,Premium,G,SI1,60.1,58,6.59,6.52,3.94,5093
46304,0.7,Very Good,E,VVS2,62.9,58,5.59,5.67,3.54,2945
46305,0.52,Good,D,SI1,63.6,58,5.05,5.07,3.22,1293
46306,1.25,Ideal,F,VS1,61.6,57,6.9,6.95,4.26,10946
46307,0.41,Ideal,G,VVS1,61.7,56,4.81,4.79,2.96,961
46308,1.51,Very Good,H,VS2,62.4,58,7.31,7.34,4.57,10910
46309,0.71,Ideal,E,SI1,61.1,56,5.75,5.78,3.52,3564
46310,1.26,Premium,H,VS2,61.3,58,7,6.94,4.27,7310
46311,0.72,Ideal,G,VS1,62.1,55,5.76,5.79,3.59,2583
46312,2.01,Good,I,SI2,63.5,58,8.12,7.99,5.08,13956
46313,1.14,Premium,H,SI2,62.9,59,6.62,6.59,4.16,4368
46314,1.32,Ideal,I,SI1,62.6,56,7.04,6.97,4.38,6533
46315,0.26,Ideal,E,VVS1,62.4,58,4.08,4.11,2.55,597
46316,0.25,Premium,E,VS1,62.1,59,4.06,4.03,2.51,405
46317,0.93,Ideal,F,SI1,62.4,57,6.25,6.29,3.91,3975
46318,0.52,Premium,G,SI1,59.5,60,5.21,5.24,3.11,1280
46319,0.24,Ideal,D,SI2,62,56,3.96,3.99,2.47,452
46320,1.01,Premium,H,VVS2,61.6,59,6.43,6.4,3.94,6505
46321,0.5,Very Good,E,SI2,63.3,58,5.02,5.05,3.19,1021
46322,0.36,Ideal,D,SI2,61.9,56,4.58,4.64,2.85,626
46323,0.63,Ideal,G,VS1,61.5,56,5.5,5.56,3.41,2232
46324,0.41,Good,G,SI1,63.7,56,4.68,4.72,3.01,723
46325,0.4,Ideal,D,VS1,61.8,56,4.74,4.76,2.93,1123
46326,1.51,Premium,I,SI1,62.1,59,7.31,7.37,4.55,8745
46327,0.3,Ideal,F,VS1,62.2,55,4.28,4.31,2.67,617
46328,1.02,Ideal,F,VS2,61.2,57,6.51,6.47,3.98,6492
46329,0.5,Fair,F,VS1,66.4,56,4.83,4.88,3.22,1197
46330,0.4,Ideal,D,VVS2,61.2,56,4.76,4.78,2.92,1359
46331,1.01,Premium,E,SI1,62.2,57,6.42,6.34,3.97,5246
46332,1.51,Premium,H,VS2,62.8,59,7.29,7.32,4.58,11500
46333,1.56,Premium,I,SI1,60.6,58,7.53,7.46,4.55,8712
46334,0.55,Ideal,E,SI1,61,57,5.28,5.34,3.24,1431
46335,0.31,Ideal,G,VVS1,62.1,55,4.33,4.36,2.7,787
46336,0.32,Ideal,I,SI1,61.3,56,4.46,4.42,2.72,573
46337,1.12,Ideal,H,VS1,61.5,57,6.66,6.73,4.13,7074
46338,1.09,Ideal,F,SI1,62.1,56,6.57,6.63,4.1,6041
46339,0.32,Ideal,E,VS2,61.6,56,4.4,4.37,2.7,846
46340,0.7,Premium,F,SI2,61.5,59,5.72,5.68,3.51,1966
46341,0.9,Premium,H,SI1,61.2,58,6.3,6.26,3.83,3813
46342,2.02,Ideal,H,SI2,62.4,57,8.07,8.03,5.02,16442
46343,0.31,Very Good,D,SI1,63.2,58,4.27,4.3,2.71,732
46344,2.05,Premium,H,SI2,62.3,59,8.14,8.07,5.05,15615
46345,0.7,Good,H,SI1,61.3,65,5.7,5.75,3.51,2002
46346,0.54,Ideal,G,VS1,61.3,54,5.26,5.28,3.24,1812
46347,0.23,Very Good,F,VVS2,62.3,55,3.95,3.99,2.47,428
46348,1.54,Premium,I,SI1,61.8,60,7.35,7.39,4.56,8870
46349,0.31,Ideal,J,VS2,61.2,55,4.4,4.44,2.7,450
46350,0.3,Premium,G,VS2,61.2,59,4.28,4.26,2.62,675
46351,0.72,Premium,E,SI1,61.7,59,5.73,5.76,3.55,2846
46352,1.04,Premium,G,SI2,60.2,59,6.58,6.54,3.95,3330
46353,1.51,Ideal,H,VS2,62,56,7.33,7.37,4.55,10879
46354,0.75,Ideal,D,SI2,61.8,55,5.86,5.92,3.64,2585
46355,1,Premium,D,SI1,58.9,60,6.5,6.46,3.81,4872
46356,1.31,Very Good,I,SI1,62.8,57,6.93,6.97,4.36,6046
46357,0.9,Ideal,I,SI1,61.8,56,6.16,6.18,3.81,3660
46358,0.73,Ideal,E,SI2,60.4,57,5.83,5.87,3.54,2450
46359,0.9,Very Good,G,SI2,62.3,56,6.19,6.13,3.82,3121
46360,1.7,Ideal,G,VS2,61.4,57,7.67,7.72,4.71,15132
46361,0.71,Ideal,J,SI2,61,55,5.75,5.81,3.53,1917
46362,0.31,Ideal,G,VVS2,62.3,54,4.36,4.38,2.72,878
46363,0.9,Very Good,I,VS2,60.4,58,6.36,6.32,3.83,3520
46364,1.51,Premium,E,SI2,59.9,58,7.48,7.42,4.34,10546
46365,0.7,Good,F,SI1,57.9,65,5.82,5.87,3.37,2554
46366,1.61,Ideal,H,SI1,61.7,56,7.45,7.57,4.66,10028
46367,1.16,Ideal,G,VVS2,61.7,55,6.79,6.73,4.18,9137
46368,0.77,Ideal,G,SI2,62,56,5.87,5.91,3.66,2686
46369,1.5,Very Good,H,SI1,63,56,7.26,7.2,4.57,7589
46370,0.3,Premium,H,VS1,59.6,60,4.44,4.4,2.63,630
46371,1.5,Premium,D,SI1,61,59,7.32,7.28,4.46,11863
46372,0.7,Ideal,I,SI1,62.4,57,5.64,5.67,3.53,2141
46373,0.3,Premium,F,SI2,62.6,59,4.26,4.28,2.67,394
46374,0.78,Ideal,E,SI1,61,56,5.95,5.97,3.64,3310
46375,0.56,Ideal,E,VS2,61.5,56,5.31,5.34,3.28,1665
46376,0.7,Premium,E,SI1,59.8,62,5.78,5.75,3.43,2776
46377,0.5,Ideal,F,VVS1,61.5,56,5.12,5.15,3.16,2230
46378,1.55,Premium,E,SI1,61.4,58,7.41,7.45,4.57,13445
46379,0.4,Ideal,G,VS2,61.4,56,4.77,4.81,2.94,847
46380,1.11,Ideal,F,SI1,62,56,6.59,6.61,4.09,4772
46381,0.82,Very Good,H,SI1,62.2,60,5.94,6.01,3.72,2760
46382,1.3,Premium,F,SI2,61.6,60,6.99,6.94,4.29,5476
46383,1.2,Ideal,H,SI1,62.1,56,6.81,6.84,4.24,5546
46384,1.03,Ideal,G,SI1,61.7,57,6.45,6.49,3.99,5398
46385,0.52,Ideal,G,VS1,61.9,56,5.16,5.22,3.21,1815
46386,0.32,Very Good,H,VS2,59.7,61,4.44,4.47,2.67,505
46387,0.72,Ideal,I,VS1,62.6,57,5.75,5.71,3.58,2489
46388,1,Very Good,F,SI2,63.9,60,6.31,6.19,3.99,3909
46389,1.2,Premium,I,SI1,61.7,56,6.77,6.84,4.2,5618
46390,0.5,Ideal,H,VS2,62.3,57,5.13,5.09,3.19,1257
46391,0.31,Good,G,VS1,63.3,58,4.33,4.36,2.75,625
46392,0.54,Ideal,F,SI1,60.2,56,5.29,5.31,3.2,1563
46393,0.3,Ideal,F,IF,61.3,56,4.34,4.32,2.66,914
46394,0.33,Ideal,E,VVS1,61.5,56,4.45,4.48,2.74,1020
46395,0.41,Premium,E,VVS2,61.6,60,4.78,4.82,2.96,1187
46396,0.53,Very Good,F,SI1,62.5,56,5.13,5.16,3.22,1329
46397,0.52,Ideal,D,VS1,61.7,56,5.18,5.2,3.2,2296
46398,0.55,Premium,E,VS2,60.7,59,5.32,5.36,3.24,1963
46399,0.96,Premium,E,SI1,60.4,61,6.4,6.36,3.86,4466
46400,0.71,Ideal,E,VS2,62.4,57,5.67,5.7,3.55,3193
46401,0.3,Very Good,G,SI2,61.5,61,4.29,4.32,2.64,394
46402,0.51,Premium,D,VS1,62.6,58,5.09,5.13,3.19,1881
46403,0.35,Ideal,F,VS1,61.3,56,4.56,4.54,2.79,1080
46404,1,Good,G,VVS2,63.7,60,6.31,6.26,4,8085
46405,1.51,Premium,E,SI1,61.1,58,7.35,7.48,4.54,12644
46406,0.7,Premium,H,SI1,61,56,5.77,5.73,3.51,2319
46407,0.75,Good,H,SI1,63.3,57,5.78,5.65,3.62,2384
46408,1.5,Very Good,I,SI1,62,60,7.25,7.29,4.5,8575
46409,1.05,Very Good,G,VS1,60.7,61,6.53,6.58,3.99,6762
46410,1.06,Very Good,D,SI2,60.9,57,6.59,6.62,4.01,4957
46411,0.32,Ideal,F,IF,60.8,57,4.41,4.44,2.69,979
46412,1,Premium,H,VS2,61.7,60,6.41,6.37,3.94,5469
46413,1.09,Ideal,J,SI1,62.2,58,6.56,6.59,4.1,4451
46414,1.11,Premium,D,SI1,61.6,59,6.62,6.59,4.07,5699
46415,2.18,Premium,I,SI1,62.6,61,8.29,8.22,5.18,15913
46416,0.9,Ideal,E,SI2,61.3,56,6.21,6.26,3.83,4002
46417,1.21,Premium,H,VS2,62.3,59,6.84,6.77,4.24,6806
46418,0.38,Ideal,F,SI1,60.2,60,4.75,4.72,2.86,963
46419,0.26,Ideal,E,VVS1,62,57,4.12,4.14,2.56,547
46420,0.51,Very Good,F,SI2,62.8,56,5.08,5.11,3.19,1100
46421,1.53,Ideal,H,SI1,61.8,56,7.42,7.38,4.57,9703
46422,0.52,Ideal,G,VVS2,61.7,55,5.17,5.2,3.2,1937
46423,0.31,Very Good,G,SI1,63,55,4.34,4.38,2.74,499
46424,0.7,Ideal,H,VS1,61.9,55,5.72,5.74,3.54,2520
46425,1.03,Very Good,E,SI2,63.5,58,6.3,6.37,4.02,4328
46426,0.4,Good,F,SI1,63.3,57,4.65,4.69,2.96,687
46427,0.52,Ideal,G,VVS2,60,56,5.23,5.28,3.15,1686
46428,1.12,Premium,F,SI2,62.5,58,6.62,6.58,4.12,4586
46429,0.7,Premium,F,VS2,61.1,58,5.76,5.7,3.51,2777
46430,0.33,Ideal,D,SI1,61.9,55,4.42,4.47,2.75,663
46431,0.33,Ideal,I,VS2,61.6,54,4.44,4.48,2.75,489
46432,0.4,Very Good,D,SI1,61.5,56,4.76,4.8,2.94,772
46433,0.34,Ideal,G,VS2,61.6,57,4.48,4.51,2.77,596
46434,1.01,Good,D,SI1,63.2,57,6.27,6.34,3.99,5501
46435,0.7,Ideal,G,VS1,61.4,56,5.71,5.76,3.52,2967
46436,0.91,Very Good,E,SI2,62.9,57,6.09,6.18,3.86,2459
46437,1.5,Ideal,E,SI2,62,54,7.33,7.37,4.54,11713
46438,1.5,Ideal,F,VS2,60.8,57,7.36,7.4,4.49,13133
46439,0.7,Premium,E,SI2,61.8,59,5.66,5.68,3.5,2292
46440,0.7,Very Good,F,SI1,62.3,60,5.64,5.7,3.53,2288
46441,0.7,Ideal,G,SI1,60.4,57,5.78,5.81,3.5,2318
46442,0.36,Ideal,F,SI1,61.1,55,4.58,4.61,2.81,760
46443,0.91,Good,G,SI2,57.6,59,6.49,6.46,3.72,3328
46444,0.33,Ideal,E,VVS2,60.1,57,4.55,4.52,2.73,1052
46445,0.41,Ideal,G,IF,60.1,56,4.85,4.89,2.94,1286
46446,0.72,Ideal,H,VS1,62.3,57,5.76,5.72,3.57,2542
46447,2.06,Ideal,I,SI1,62.3,57,8.17,8.12,5.05,17213
46448,0.55,Ideal,F,VS2,60.8,55,5.31,5.34,3.24,1616
46449,2.03,Premium,J,SI1,59.6,60,8.32,8.24,4.93,12342
46450,0.32,Ideal,F,VS2,62.6,55,4.45,4.42,2.77,828
46451,0.5,Ideal,D,SI1,61.4,54,5.14,5.17,3.17,1654
46452,0.61,Ideal,H,SI1,62.2,54,5.46,5.43,3.37,1304
46453,0.32,Ideal,I,VS2,62.7,57,4.39,4.42,2.76,449
46454,0.4,Ideal,E,VS2,62.4,55,4.74,4.71,2.94,984
46455,0.41,Premium,G,SI1,59.8,58,4.87,4.82,2.89,912
46456,1.03,Ideal,H,SI1,60.8,56,6.53,6.5,3.96,4899
46457,1,Premium,F,SI2,62.8,59,6.38,6.34,4,4077
46458,0.7,Ideal,D,VS1,60.8,57,5.72,5.76,3.49,3363
46459,0.51,Ideal,E,VS2,61.9,55,5.14,5.17,3.19,1656
46460,0.72,Premium,E,SI2,61.8,60,5.76,5.7,3.54,1996
46461,0.27,Ideal,G,VS1,61.8,54,4.16,4.19,2.58,490
46462,0.7,Good,H,SI1,59.5,61,5.74,5.77,3.42,2180
46463,0.4,Ideal,I,VS1,62.6,56,4.73,4.7,2.95,807
46464,1.01,Good,G,SI1,63.2,61,6.29,6.32,3.99,4949
46465,0.9,Premium,H,VS2,62.7,60,6.08,6.03,3.79,3591
46466,0.32,Very Good,F,VVS2,61.7,57,4.4,4.42,2.72,616
46467,0.51,Ideal,D,VS1,62.2,55,5.09,5.14,3.18,1867
46468,1.57,Fair,I,SI2,66.9,54,7.15,7.09,4.7,7162
46469,2,Premium,G,SI1,58.9,58,8.2,8.18,4.8,17358
46470,2.01,Very Good,I,SI1,61.9,59,7.96,8,4.96,13812
46471,0.35,Very Good,E,SI1,62.9,58,4.47,4.49,2.82,748
46472,1.04,Premium,H,SI2,60.7,58,6.51,6.55,3.97,3584
46473,1,Very Good,D,VVS2,63.3,56,6.34,6.38,4.03,11442
46474,1.02,Ideal,F,SI2,61.9,55,6.47,6.42,3.99,4172
46475,0.36,Good,H,VS1,63.2,57,4.47,4.51,2.84,587
46476,0.7,Very Good,F,SI2,62.3,57,5.67,5.69,3.54,2263
46477,0.7,Very Good,H,SI1,62.8,58,5.63,5.69,3.56,2156
46478,0.7,Premium,I,VS1,59.6,62,5.79,5.73,3.43,2444
46479,0.37,Premium,E,VS2,60.7,58,4.63,4.66,2.81,838
46480,1.09,Ideal,H,SI1,61.3,56,6.63,6.67,4.08,4869
46481,0.3,Premium,G,SI2,62.3,60,4.29,4.31,2.67,382
46482,0.27,Ideal,H,VVS2,62.5,56,4.14,4.17,2.6,878
46483,0.33,Ideal,D,SI1,62.1,56,4.44,4.41,2.75,662
46484,0.54,Ideal,H,SI1,61.3,60,5.23,5.28,3.22,1304
46485,0.71,Fair,D,VS2,56.9,68,5.93,5.88,3.34,2897
46486,0.28,Ideal,E,VS2,62.2,55,4.19,4.23,2.62,464
46487,1.51,Premium,E,SI2,59.1,58,7.44,7.5,4.42,8219
46488,0.7,Premium,D,SI1,59.7,62,5.8,5.71,3.44,2822
46489,0.72,Ideal,E,VS2,62.1,56,5.73,5.75,3.56,2886
46490,0.51,Ideal,D,VS2,61.3,56,5.16,5.14,3.16,1687
46491,0.33,Ideal,D,VVS2,62.3,56,4.45,4.48,2.78,943
46492,1.01,Very Good,F,SI1,63.2,61,6.37,6.32,4.01,5067
46493,1.01,Good,E,SI2,59.2,64,6.51,6.45,3.82,4206
46494,1,Premium,J,SI1,62.9,58,6.4,6.35,4.01,3920
46495,0.51,Ideal,F,VVS2,62.1,56,5.11,5.13,3.18,2092
46496,0.57,Ideal,E,SI1,61.3,56,5.37,5.33,3.29,1551
46497,0.76,Ideal,H,SI1,62.4,57,5.83,5.85,3.65,2642
46498,0.31,Very Good,G,SI1,62.8,57,4.32,4.36,2.73,489
46499,0.33,Ideal,G,VS2,62.2,55,4.45,4.42,2.76,743
46500,0.51,Ideal,J,SI1,61.4,57,5.16,5.13,3.15,738
46501,0.38,Premium,H,VS1,62,56,4.66,4.63,2.88,1035
46502,1.24,Premium,G,SI2,61.9,58,6.89,6.93,4.27,4318
46503,0.74,Ideal,F,SI1,60.3,57,5.85,5.89,3.54,2816
46504,1.11,Ideal,G,VS1,62.2,59,6.63,6.59,4.11,7666
46505,1.01,Ideal,G,VS2,60.7,57,6.48,6.45,3.92,6350
46506,0.32,Ideal,G,IF,58.6,58,4.52,4.55,2.64,2287
46507,1.1,Very Good,G,SI2,60.4,58,6.66,6.73,4.07,4851
46508,0.34,Very Good,H,VS2,60.3,56,4.53,4.55,2.74,689
46509,0.71,Ideal,H,VS2,61.1,56,5.82,5.79,3.54,2761
46510,0.3,Ideal,F,IF,61.8,56,4.29,4.31,2.66,886
46511,1.1,Ideal,D,SI2,61.6,55,6.61,6.65,4.09,4912
46512,0.34,Ideal,E,VS1,60.3,57,4.55,4.52,2.73,1033
46513,0.42,Ideal,D,VS2,62.1,54,4.79,4.82,2.99,1081
46514,1.01,Premium,J,VS1,59.6,58,6.52,6.55,3.89,3932
46515,1,Ideal,H,SI1,62.7,57,6.41,6.35,4,4695
46516,0.34,Ideal,F,VS2,62.1,55,4.45,4.51,2.78,686
46517,0.8,Ideal,F,VS2,61.6,57,5.98,5.96,3.67,2911
46518,0.26,Ideal,G,IF,62.6,55,4.06,4.09,2.55,559
46519,1.51,Premium,F,SI1,60.8,60,7.33,7.37,4.46,11040
46520,1.28,Ideal,J,IF,62.3,57,6.95,6.99,4.33,8629
46521,2.08,Premium,F,SI2,62.4,59,8.18,8.12,5.1,18493
46522,2.2,Ideal,H,SI2,62.1,55,8.37,8.41,5.19,15110
